source_road,target_road,distance_m,heading_diff,reason
45166,53661,6.07,178.42,heading_incompatible (178.4° > 15.0°)
41225,71025,12.78,91.37,heading_incompatible (91.4° > 15.0°)
42006,61037,29.67,84.8,distance_exceeded (29.7m > 15.0m); heading_incompatible (84.8° > 15.0°)
41804,59510,13.82,91.19,heading_incompatible (91.2° > 15.0°)
40410,64083,12.85,140.03,heading_incompatible (140.0° > 15.0°)
41360,56228,0.91,136.88,heading_incompatible (136.9° > 15.0°)
44429,65722,16.0,110.19,distance_exceeded (16.0m > 15.0m); heading_incompatible (110.2° > 15.0°)
48708,51565,9.79,59.96,heading_incompatible (60.0° > 15.0°)
47915,57237,4.19,85.24,heading_incompatible (85.2° > 15.0°)
44477,55412,0.2,90.99,heading_incompatible (91.0° > 15.0°)
43617,54890,12.22,29.27,heading_incompatible (29.3° > 15.0°)
40963,52812,17.46,135.37,distance_exceeded (17.5m > 15.0m); heading_incompatible (135.4° > 15.0°)
41096,67996,48.97,51.39,distance_exceeded (49.0m > 15.0m); heading_incompatible (51.4° > 15.0°)
44664,50263,49.05,24.46,distance_exceeded (49.1m > 15.0m); heading_incompatible (24.5° > 15.0°)
44862,69783,0.2,87.37,heading_incompatible (87.4° > 15.0°)
43014,66168,21.33,2.47,distance_exceeded (21.3m > 15.0m)
40660,53340,17.39,69.62,distance_exceeded (17.4m > 15.0m); heading_incompatible (69.6° > 15.0°)
43747,53100,28.0,49.05,distance_exceeded (28.0m > 15.0m); heading_incompatible (49.1° > 15.0°)
44082,55157,10.22,158.57,heading_incompatible (158.6° > 15.0°)
42231,57701,22.42,0.0,distance_exceeded (22.4m > 15.0m)
49144,51596,18.31,175.51,distance_exceeded (18.3m > 15.0m); heading_incompatible (175.5° > 15.0°)
46805,60404,0.41,88.95,heading_incompatible (88.9° > 15.0°)
40585,67863,19.82,110.81,distance_exceeded (19.8m > 15.0m); heading_incompatible (110.8° > 15.0°)
45760,65549,30.09,175.08,distance_exceeded (30.1m > 15.0m); heading_incompatible (175.1° > 15.0°)
49158,64556,5.84,78.12,heading_incompatible (78.1° > 15.0°)
42481,63385,5.16,79.51,heading_incompatible (79.5° > 15.0°)
43973,54662,1.73,175.22,heading_incompatible (175.2° > 15.0°)
41678,58510,0.2,72.31,heading_incompatible (72.3° > 15.0°)
44482,49787,9.87,92.53,heading_incompatible (92.5° > 15.0°)
42558,63981,45.87,136.58,distance_exceeded (45.9m > 15.0m); heading_incompatible (136.6° > 15.0°)
39874,50409,12.27,63.54,heading_incompatible (63.5° > 15.0°)
41217,55097,47.22,121.27,distance_exceeded (47.2m > 15.0m); heading_incompatible (121.3° > 15.0°)
47617,65214,46.37,165.89,distance_exceeded (46.4m > 15.0m); heading_incompatible (165.9° > 15.0°)
41231,68034,1.69,145.74,heading_incompatible (145.7° > 15.0°)
46486,55490,27.75,171.54,distance_exceeded (27.8m > 15.0m); heading_incompatible (171.5° > 15.0°)
48163,66343,37.35,0.0,distance_exceeded (37.4m > 15.0m)
49120,58740,3.45,66.63,heading_incompatible (66.6° > 15.0°)
44859,67660,38.33,54.58,distance_exceeded (38.3m > 15.0m); heading_incompatible (54.6° > 15.0°)
43258,68376,36.09,106.01,distance_exceeded (36.1m > 15.0m); heading_incompatible (106.0° > 15.0°)
48231,50425,2.95,91.74,heading_incompatible (91.7° > 15.0°)
43491,66749,31.98,0.0,distance_exceeded (32.0m > 15.0m)
41010,53113,24.31,123.09,distance_exceeded (24.3m > 15.0m); heading_incompatible (123.1° > 15.0°)
45418,56188,41.18,10.78,distance_exceeded (41.2m > 15.0m)
46974,61907,42.29,0.0,distance_exceeded (42.3m > 15.0m)
49250,68786,3.34,90.75,heading_incompatible (90.8° > 15.0°)
49409,72104,11.59,159.8,heading_incompatible (159.8° > 15.0°)
45788,52827,9.7,37.22,heading_incompatible (37.2° > 15.0°)
43572,58462,15.64,4.84,distance_exceeded (15.6m > 15.0m)
48458,58565,4.0,171.15,heading_incompatible (171.1° > 15.0°)
48308,66798,41.09,0.0,distance_exceeded (41.1m > 15.0m)
46182,56024,12.56,72.81,heading_incompatible (72.8° > 15.0°)
41342,56082,38.17,0.0,distance_exceeded (38.2m > 15.0m)
48155,70177,0.2,164.22,heading_incompatible (164.2° > 15.0°)
41544,57724,29.38,5.16,distance_exceeded (29.4m > 15.0m)
40048,50392,20.02,120.16,distance_exceeded (20.0m > 15.0m); heading_incompatible (120.2° > 15.0°)
49093,68390,15.63,0.0,distance_exceeded (15.6m > 15.0m)
42051,55400,0.2,145.16,heading_incompatible (145.2° > 15.0°)
47012,61657,36.18,0.0,distance_exceeded (36.2m > 15.0m)
40161,60024,41.96,135.56,distance_exceeded (42.0m > 15.0m); heading_incompatible (135.6° > 15.0°)
46306,57232,46.22,0.0,distance_exceeded (46.2m > 15.0m)
45504,68929,27.35,176.14,distance_exceeded (27.3m > 15.0m); heading_incompatible (176.1° > 15.0°)
46517,56590,0.3,161.74,heading_incompatible (161.7° > 15.0°)
42665,71999,36.58,37.82,distance_exceeded (36.6m > 15.0m); heading_incompatible (37.8° > 15.0°)
41120,70930,13.49,74.24,heading_incompatible (74.2° > 15.0°)
43739,56784,12.62,43.19,heading_incompatible (43.2° > 15.0°)
42124,61723,17.67,0.0,distance_exceeded (17.7m > 15.0m)
44936,62750,0.2,150.97,heading_incompatible (151.0° > 15.0°)
45138,58718,33.01,9.78,distance_exceeded (33.0m > 15.0m)
45189,67003,21.7,0.0,distance_exceeded (21.7m > 15.0m)
45823,53005,0.2,142.24,heading_incompatible (142.2° > 15.0°)
46644,59300,42.27,43.69,distance_exceeded (42.3m > 15.0m); heading_incompatible (43.7° > 15.0°)
46352,56003,6.75,171.15,heading_incompatible (171.1° > 15.0°)
42149,69380,29.96,112.52,distance_exceeded (30.0m > 15.0m); heading_incompatible (112.5° > 15.0°)
44741,50696,0.2,61.77,heading_incompatible (61.8° > 15.0°)
42033,61148,0.2,105.46,heading_incompatible (105.5° > 15.0°)
39873,55833,24.19,104.29,distance_exceeded (24.2m > 15.0m); heading_incompatible (104.3° > 15.0°)
41637,58328,29.01,114.51,distance_exceeded (29.0m > 15.0m); heading_incompatible (114.5° > 15.0°)
42636,63281,24.66,0.0,distance_exceeded (24.7m > 15.0m)
44997,56930,6.13,153.22,heading_incompatible (153.2° > 15.0°)
47132,52652,39.19,89.71,distance_exceeded (39.2m > 15.0m); heading_incompatible (89.7° > 15.0°)
43282,67471,35.14,71.78,distance_exceeded (35.1m > 15.0m); heading_incompatible (71.8° > 15.0°)
48989,52619,12.04,107.82,heading_incompatible (107.8° > 15.0°)
43691,67854,21.85,17.98,distance_exceeded (21.9m > 15.0m); heading_incompatible (18.0° > 15.0°)
43919,68721,6.61,165.73,heading_incompatible (165.7° > 15.0°)
47607,64473,5.32,173.28,heading_incompatible (173.3° > 15.0°)
48025,59398,21.37,157.57,distance_exceeded (21.4m > 15.0m); heading_incompatible (157.6° > 15.0°)
43622,55208,22.36,176.98,distance_exceeded (22.4m > 15.0m); heading_incompatible (177.0° > 15.0°)
42491,59733,42.35,0.0,distance_exceeded (42.3m > 15.0m)
44883,50616,46.57,171.44,distance_exceeded (46.6m > 15.0m); heading_incompatible (171.4° > 15.0°)
46328,53444,16.55,119.32,distance_exceeded (16.5m > 15.0m); heading_incompatible (119.3° > 15.0°)
48715,55549,15.76,173.05,distance_exceeded (15.8m > 15.0m); heading_incompatible (173.0° > 15.0°)
42102,61610,47.56,0.0,distance_exceeded (47.6m > 15.0m)
44305,51271,43.86,31.66,distance_exceeded (43.9m > 15.0m); heading_incompatible (31.7° > 15.0°)
46498,58334,45.95,131.3,distance_exceeded (45.9m > 15.0m); heading_incompatible (131.3° > 15.0°)
49446,68394,6.71,108.6,heading_incompatible (108.6° > 15.0°)
42648,66261,15.47,80.37,distance_exceeded (15.5m > 15.0m); heading_incompatible (80.4° > 15.0°)
42219,57663,40.81,116.89,distance_exceeded (40.8m > 15.0m); heading_incompatible (116.9° > 15.0°)
44108,67456,39.56,10.4,distance_exceeded (39.6m > 15.0m)
44830,53346,7.52,146.52,heading_incompatible (146.5° > 15.0°)
49245,58169,3.93,34.11,heading_incompatible (34.1° > 15.0°)
45470,68819,40.28,174.52,distance_exceeded (40.3m > 15.0m); heading_incompatible (174.5° > 15.0°)
42084,61492,18.98,90.02,distance_exceeded (19.0m > 15.0m); heading_incompatible (90.0° > 15.0°)
44260,63445,5.7,155.77,heading_incompatible (155.8° > 15.0°)
41068,54339,10.72,172.29,heading_incompatible (172.3° > 15.0°)
39947,71344,13.89,98.7,heading_incompatible (98.7° > 15.0°)
45687,52228,17.7,11.51,distance_exceeded (17.7m > 15.0m)
49156,68388,6.82,46.5,heading_incompatible (46.5° > 15.0°)
40649,68659,0.78,107.71,heading_incompatible (107.7° > 15.0°)
42515,63756,17.38,0.0,distance_exceeded (17.4m > 15.0m)
42631,56407,40.82,0.0,distance_exceeded (40.8m > 15.0m)
41154,68076,3.8,94.44,heading_incompatible (94.4° > 15.0°)
44929,61762,1.29,159.01,heading_incompatible (159.0° > 15.0°)
42872,63191,12.75,105.98,heading_incompatible (106.0° > 15.0°)
41957,60541,20.13,75.3,distance_exceeded (20.1m > 15.0m); heading_incompatible (75.3° > 15.0°)
40678,70705,3.84,102.89,heading_incompatible (102.9° > 15.0°)
49661,50375,38.72,0.0,distance_exceeded (38.7m > 15.0m)
40914,69467,45.0,23.9,distance_exceeded (45.0m > 15.0m); heading_incompatible (23.9° > 15.0°)
44455,71794,23.35,159.76,distance_exceeded (23.4m > 15.0m); heading_incompatible (159.8° > 15.0°)
42145,61820,17.44,0.0,distance_exceeded (17.4m > 15.0m)
40352,57591,14.3,156.12,heading_incompatible (156.1° > 15.0°)
46573,58881,3.58,139.31,heading_incompatible (139.3° > 15.0°)
40256,65958,0.2,157.21,heading_incompatible (157.2° > 15.0°)
43629,51777,14.72,38.72,heading_incompatible (38.7° > 15.0°)
40551,57507,5.8,179.32,heading_incompatible (179.3° > 15.0°)
46798,60385,16.31,0.0,distance_exceeded (16.3m > 15.0m)
42238,51746,5.95,114.58,heading_incompatible (114.6° > 15.0°)
47615,72044,20.98,171.07,distance_exceeded (21.0m > 15.0m); heading_incompatible (171.1° > 15.0°)
42086,61579,9.28,163.98,heading_incompatible (164.0° > 15.0°)
41334,55998,3.83,175.07,heading_incompatible (175.1° > 15.0°)
40408,67421,22.33,0.0,distance_exceeded (22.3m > 15.0m)
45955,71069,16.33,111.2,distance_exceeded (16.3m > 15.0m); heading_incompatible (111.2° > 15.0°)
41872,59476,8.88,154.06,heading_incompatible (154.1° > 15.0°)
47131,52650,18.68,89.44,distance_exceeded (18.7m > 15.0m); heading_incompatible (89.4° > 15.0°)
42459,55472,0.52,31.59,heading_incompatible (31.6° > 15.0°)
40781,65936,12.37,35.34,heading_incompatible (35.3° > 15.0°)
40158,67928,0.2,120.2,heading_incompatible (120.2° > 15.0°)
40096,57452,48.08,98.68,distance_exceeded (48.1m > 15.0m); heading_incompatible (98.7° > 15.0°)
42762,65051,5.79,22.75,heading_incompatible (22.7° > 15.0°)
45430,54371,0.3,112.35,heading_incompatible (112.4° > 15.0°)
41765,59206,18.2,101.24,distance_exceeded (18.2m > 15.0m); heading_incompatible (101.2° > 15.0°)
41655,68116,16.43,102.89,distance_exceeded (16.4m > 15.0m); heading_incompatible (102.9° > 15.0°)
45576,67807,0.2,126.17,heading_incompatible (126.2° > 15.0°)
45415,69032,19.99,169.38,distance_exceeded (20.0m > 15.0m); heading_incompatible (169.4° > 15.0°)
41702,59044,18.2,0.0,distance_exceeded (18.2m > 15.0m)
41749,59138,45.92,108.49,distance_exceeded (45.9m > 15.0m); heading_incompatible (108.5° > 15.0°)
47735,53453,39.9,0.0,distance_exceeded (39.9m > 15.0m)
43351,53382,1.89,91.74,heading_incompatible (91.7° > 15.0°)
44618,57453,11.87,104.03,heading_incompatible (104.0° > 15.0°)
47946,65918,2.76,135.75,heading_incompatible (135.7° > 15.0°)
41515,57496,16.74,62.86,distance_exceeded (16.7m > 15.0m); heading_incompatible (62.9° > 15.0°)
48245,56902,10.36,49.36,heading_incompatible (49.4° > 15.0°)
41840,59882,9.53,124.18,heading_incompatible (124.2° > 15.0°)
47855,65923,10.09,16.28,heading_incompatible (16.3° > 15.0°)
45971,54865,31.78,0.0,distance_exceeded (31.8m > 15.0m)
42663,61553,30.22,170.13,distance_exceeded (30.2m > 15.0m); heading_incompatible (170.1° > 15.0°)
45347,66026,1.24,78.0,heading_incompatible (78.0° > 15.0°)
47874,57547,0.2,22.71,heading_incompatible (22.7° > 15.0°)
42980,60723,3.43,108.09,heading_incompatible (108.1° > 15.0°)
40669,64994,32.76,63.82,distance_exceeded (32.8m > 15.0m); heading_incompatible (63.8° > 15.0°)
40553,70328,43.14,105.95,distance_exceeded (43.1m > 15.0m); heading_incompatible (106.0° > 15.0°)
49407,50689,19.86,171.0,distance_exceeded (19.9m > 15.0m); heading_incompatible (171.0° > 15.0°)
45468,69645,2.47,167.09,heading_incompatible (167.1° > 15.0°)
43598,56162,18.96,134.84,distance_exceeded (19.0m > 15.0m); heading_incompatible (134.8° > 15.0°)
48391,51735,0.2,97.51,heading_incompatible (97.5° > 15.0°)
48002,56897,30.53,0.0,distance_exceeded (30.5m > 15.0m)
45317,62893,1.24,170.58,heading_incompatible (170.6° > 15.0°)
48451,70628,5.79,59.61,heading_incompatible (59.6° > 15.0°)
46193,56035,9.78,23.06,heading_incompatible (23.1° > 15.0°)
43832,69330,21.8,85.69,distance_exceeded (21.8m > 15.0m); heading_incompatible (85.7° > 15.0°)
47623,63260,24.66,0.0,distance_exceeded (24.7m > 15.0m)
47464,51789,11.34,103.69,heading_incompatible (103.7° > 15.0°)
42546,68485,32.59,0.0,distance_exceeded (32.6m > 15.0m)
48311,72293,30.64,0.0,distance_exceeded (30.6m > 15.0m)
43011,66162,9.86,89.33,heading_incompatible (89.3° > 15.0°)
48377,56931,30.31,38.01,distance_exceeded (30.3m > 15.0m); heading_incompatible (38.0° > 15.0°)
42539,58335,32.93,0.0,distance_exceeded (32.9m > 15.0m)
45819,52986,10.54,178.45,heading_incompatible (178.4° > 15.0°)
44793,58807,31.29,177.92,distance_exceeded (31.3m > 15.0m); heading_incompatible (177.9° > 15.0°)
45278,58173,21.96,149.47,distance_exceeded (22.0m > 15.0m); heading_incompatible (149.5° > 15.0°)
44970,56990,13.64,120.73,heading_incompatible (120.7° > 15.0°)
48017,59519,20.78,166.17,distance_exceeded (20.8m > 15.0m); heading_incompatible (166.2° > 15.0°)
42072,61395,44.69,178.99,distance_exceeded (44.7m > 15.0m); heading_incompatible (179.0° > 15.0°)
42379,65999,26.63,77.22,distance_exceeded (26.6m > 15.0m); heading_incompatible (77.2° > 15.0°)
46341,62622,26.15,0.0,distance_exceeded (26.1m > 15.0m)
47988,69024,46.42,112.18,distance_exceeded (46.4m > 15.0m); heading_incompatible (112.2° > 15.0°)
42123,61727,35.13,0.0,distance_exceeded (35.1m > 15.0m)
39993,50285,19.23,79.1,distance_exceeded (19.2m > 15.0m); heading_incompatible (79.1° > 15.0°)
40351,60201,42.23,168.78,distance_exceeded (42.2m > 15.0m); heading_incompatible (168.8° > 15.0°)
48497,60260,0.77,50.29,heading_incompatible (50.3° > 15.0°)
41132,70912,11.55,160.49,heading_incompatible (160.5° > 15.0°)
47930,65789,35.7,74.52,distance_exceeded (35.7m > 15.0m); heading_incompatible (74.5° > 15.0°)
42641,63338,5.36,163.34,heading_incompatible (163.3° > 15.0°)
43417,58754,0.2,169.33,heading_incompatible (169.3° > 15.0°)
42521,65586,12.06,106.28,heading_incompatible (106.3° > 15.0°)
48406,63119,30.7,0.0,distance_exceeded (30.7m > 15.0m)
44535,49759,0.2,121.65,heading_incompatible (121.7° > 15.0°)
43895,61191,0.2,35.56,heading_incompatible (35.6° > 15.0°)
48090,66179,9.43,179.14,heading_incompatible (179.1° > 15.0°)
45144,66092,0.2,137.45,heading_incompatible (137.5° > 15.0°)
45923,54038,15.15,18.53,distance_exceeded (15.2m > 15.0m); heading_incompatible (18.5° > 15.0°)
47393,62808,19.22,126.06,distance_exceeded (19.2m > 15.0m); heading_incompatible (126.1° > 15.0°)
44656,59341,3.93,85.89,heading_incompatible (85.9° > 15.0°)
41935,60485,21.18,89.3,distance_exceeded (21.2m > 15.0m); heading_incompatible (89.3° > 15.0°)
48434,58447,16.27,8.33,distance_exceeded (16.3m > 15.0m)
49121,53256,6.25,164.67,heading_incompatible (164.7° > 15.0°)
42974,66022,29.54,90.5,distance_exceeded (29.5m > 15.0m); heading_incompatible (90.5° > 15.0°)
42951,60130,37.74,98.64,distance_exceeded (37.7m > 15.0m); heading_incompatible (98.6° > 15.0°)
42002,71755,0.58,146.56,heading_incompatible (146.6° > 15.0°)
48564,69951,5.95,174.64,heading_incompatible (174.6° > 15.0°)
44103,69748,5.95,114.34,heading_incompatible (114.3° > 15.0°)
44214,72506,0.2,149.78,heading_incompatible (149.8° > 15.0°)
44091,67746,37.83,0.0,distance_exceeded (37.8m > 15.0m)
43392,49874,13.93,70.91,heading_incompatible (70.9° > 15.0°)
41650,58422,3.18,150.37,heading_incompatible (150.4° > 15.0°)
41135,54342,39.04,119.68,distance_exceeded (39.0m > 15.0m); heading_incompatible (119.7° > 15.0°)
41505,55974,36.56,95.54,distance_exceeded (36.6m > 15.0m); heading_incompatible (95.5° > 15.0°)
43969,57910,9.57,172.55,heading_incompatible (172.6° > 15.0°)
46977,61549,39.04,84.09,distance_exceeded (39.0m > 15.0m); heading_incompatible (84.1° > 15.0°)
44606,52126,44.24,154.44,distance_exceeded (44.2m > 15.0m); heading_incompatible (154.4° > 15.0°)
46097,64243,15.21,0.13,distance_exceeded (15.2m > 15.0m)
45538,51861,26.07,30.49,distance_exceeded (26.1m > 15.0m); heading_incompatible (30.5° > 15.0°)
41881,60211,6.79,89.69,heading_incompatible (89.7° > 15.0°)
45678,52194,40.83,146.55,distance_exceeded (40.8m > 15.0m); heading_incompatible (146.5° > 15.0°)
42776,65153,12.4,149.57,heading_incompatible (149.6° > 15.0°)
46562,58711,18.2,0.0,distance_exceeded (18.2m > 15.0m)
45378,58186,2.13,16.38,heading_incompatible (16.4° > 15.0°)
49057,50668,1.8,99.29,heading_incompatible (99.3° > 15.0°)
40822,52174,27.0,135.05,distance_exceeded (27.0m > 15.0m); heading_incompatible (135.1° > 15.0°)
49183,52327,34.08,109.4,distance_exceeded (34.1m > 15.0m); heading_incompatible (109.4° > 15.0°)
45119,50976,16.99,0.0,distance_exceeded (17.0m > 15.0m)
41662,67555,21.23,0.0,distance_exceeded (21.2m > 15.0m)
44673,62019,15.81,168.18,distance_exceeded (15.8m > 15.0m); heading_incompatible (168.2° > 15.0°)
44239,57024,5.95,71.04,heading_incompatible (71.0° > 15.0°)
43338,67496,30.6,0.0,distance_exceeded (30.6m > 15.0m)
45999,54732,2.37,30.98,heading_incompatible (31.0° > 15.0°)
48335,67263,27.85,85.64,distance_exceeded (27.9m > 15.0m); heading_incompatible (85.6° > 15.0°)
44573,51496,0.2,140.57,heading_incompatible (140.6° > 15.0°)
41269,54701,34.39,84.13,distance_exceeded (34.4m > 15.0m); heading_incompatible (84.1° > 15.0°)
48507,69684,2.38,63.86,heading_incompatible (63.9° > 15.0°)
42112,61688,49.03,146.22,distance_exceeded (49.0m > 15.0m); heading_incompatible (146.2° > 15.0°)
46898,71759,3.96,148.79,heading_incompatible (148.8° > 15.0°)
44362,60624,40.93,0.0,distance_exceeded (40.9m > 15.0m)
49604,52098,0.34,47.63,heading_incompatible (47.6° > 15.0°)
44464,50236,24.47,15.12,distance_exceeded (24.5m > 15.0m); heading_incompatible (15.1° > 15.0°)
42836,67658,3.38,156.97,heading_incompatible (157.0° > 15.0°)
44668,49725,10.33,112.97,heading_incompatible (113.0° > 15.0°)
46648,59276,24.33,140.06,distance_exceeded (24.3m > 15.0m); heading_incompatible (140.1° > 15.0°)
46365,51182,47.86,147.72,distance_exceeded (47.9m > 15.0m); heading_incompatible (147.7° > 15.0°)
44449,49918,19.47,0.0,distance_exceeded (19.5m > 15.0m)
46989,55403,44.52,52.16,distance_exceeded (44.5m > 15.0m); heading_incompatible (52.2° > 15.0°)
46419,57938,10.07,88.55,heading_incompatible (88.6° > 15.0°)
45274,56203,7.05,134.81,heading_incompatible (134.8° > 15.0°)
40874,52286,47.48,0.0,distance_exceeded (47.5m > 15.0m)
40147,66921,12.78,169.27,heading_incompatible (169.3° > 15.0°)
48775,68236,2.37,25.87,heading_incompatible (25.9° > 15.0°)
40545,52465,15.48,158.1,distance_exceeded (15.5m > 15.0m); heading_incompatible (158.1° > 15.0°)
46613,59155,17.91,167.24,distance_exceeded (17.9m > 15.0m); heading_incompatible (167.2° > 15.0°)
47401,59580,0.2,52.45,heading_incompatible (52.4° > 15.0°)
46815,60445,40.29,0.0,distance_exceeded (40.3m > 15.0m)
42852,64606,0.2,140.45,heading_incompatible (140.5° > 15.0°)
44844,49882,25.23,0.0,distance_exceeded (25.2m > 15.0m)
48818,62873,47.42,114.15,distance_exceeded (47.4m > 15.0m); heading_incompatible (114.1° > 15.0°)
49464,51414,32.45,0.0,distance_exceeded (32.4m > 15.0m)
49077,57954,43.91,7.69,distance_exceeded (43.9m > 15.0m)
49386,70827,0.2,154.51,heading_incompatible (154.5° > 15.0°)
44031,53561,9.91,71.66,heading_incompatible (71.7° > 15.0°)
43722,54083,0.2,161.84,heading_incompatible (161.8° > 15.0°)
41027,53356,0.2,34.74,heading_incompatible (34.7° > 15.0°)
46982,61485,34.16,90.34,distance_exceeded (34.2m > 15.0m); heading_incompatible (90.3° > 15.0°)
43869,55785,6.64,63.4,heading_incompatible (63.4° > 15.0°)
47564,64063,42.83,0.0,distance_exceeded (42.8m > 15.0m)
45540,57754,42.35,149.13,distance_exceeded (42.3m > 15.0m); heading_incompatible (149.1° > 15.0°)
46492,50575,11.2,108.51,heading_incompatible (108.5° > 15.0°)
45244,60280,26.47,38.49,distance_exceeded (26.5m > 15.0m); heading_incompatible (38.5° > 15.0°)
45337,61645,38.52,0.0,distance_exceeded (38.5m > 15.0m)
49014,50118,5.89,60.9,heading_incompatible (60.9° > 15.0°)
43428,67899,36.83,125.42,distance_exceeded (36.8m > 15.0m); heading_incompatible (125.4° > 15.0°)
44812,62331,7.48,56.91,heading_incompatible (56.9° > 15.0°)
44443,50162,3.67,97.79,heading_incompatible (97.8° > 15.0°)
44585,53566,30.67,86.07,distance_exceeded (30.7m > 15.0m); heading_incompatible (86.1° > 15.0°)
40867,52223,9.78,118.09,heading_incompatible (118.1° > 15.0°)
41266,55230,12.31,19.74,heading_incompatible (19.7° > 15.0°)
42811,58772,3.27,161.2,heading_incompatible (161.2° > 15.0°)
41437,54690,2.39,24.17,heading_incompatible (24.2° > 15.0°)
41986,60776,0.59,150.68,heading_incompatible (150.7° > 15.0°)
48290,66625,15.17,21.58,distance_exceeded (15.2m > 15.0m); heading_incompatible (21.6° > 15.0°)
42918,68357,0.2,99.77,heading_incompatible (99.8° > 15.0°)
49236,69543,3.61,90.33,heading_incompatible (90.3° > 15.0°)
40980,70763,32.4,107.14,distance_exceeded (32.4m > 15.0m); heading_incompatible (107.1° > 15.0°)
48135,66236,41.23,0.0,distance_exceeded (41.2m > 15.0m)
43748,54725,6.89,166.69,heading_incompatible (166.7° > 15.0°)
41075,53883,23.3,175.64,distance_exceeded (23.3m > 15.0m); heading_incompatible (175.6° > 15.0°)
44188,62752,14.93,106.65,heading_incompatible (106.6° > 15.0°)
43414,67782,22.29,0.0,distance_exceeded (22.3m > 15.0m)
45495,53647,27.3,99.19,distance_exceeded (27.3m > 15.0m); heading_incompatible (99.2° > 15.0°)
41828,58293,1.7,178.17,heading_incompatible (178.2° > 15.0°)
43799,64652,19.68,0.0,distance_exceeded (19.7m > 15.0m)
42353,59617,33.77,143.35,distance_exceeded (33.8m > 15.0m); heading_incompatible (143.3° > 15.0°)
45022,51732,4.95,16.64,heading_incompatible (16.6° > 15.0°)
41384,56393,33.58,2.82,distance_exceeded (33.6m > 15.0m)
45794,52849,0.2,56.48,heading_incompatible (56.5° > 15.0°)
46017,54893,0.2,67.68,heading_incompatible (67.7° > 15.0°)
44872,50666,3.09,162.7,heading_incompatible (162.7° > 15.0°)
48656,72391,0.2,20.83,heading_incompatible (20.8° > 15.0°)
48949,64906,25.63,137.66,distance_exceeded (25.6m > 15.0m); heading_incompatible (137.7° > 15.0°)
41274,55654,49.11,88.84,distance_exceeded (49.1m > 15.0m); heading_incompatible (88.8° > 15.0°)
46539,66573,42.92,0.0,distance_exceeded (42.9m > 15.0m)
44141,70381,12.33,96.64,heading_incompatible (96.6° > 15.0°)
41332,55982,2.78,90.39,heading_incompatible (90.4° > 15.0°)
43864,69162,22.23,1.63,distance_exceeded (22.2m > 15.0m)
46379,68217,40.91,0.0,distance_exceeded (40.9m > 15.0m)
48587,69672,15.26,177.74,distance_exceeded (15.3m > 15.0m); heading_incompatible (177.7° > 15.0°)
49179,52298,6.71,105.58,heading_incompatible (105.6° > 15.0°)
42801,57827,14.32,130.09,heading_incompatible (130.1° > 15.0°)
42226,69677,9.54,128.23,heading_incompatible (128.2° > 15.0°)
39998,49776,20.7,0.0,distance_exceeded (20.7m > 15.0m)
42044,66042,0.2,40.16,heading_incompatible (40.2° > 15.0°)
45664,52259,43.2,0.0,distance_exceeded (43.2m > 15.0m)
41851,59965,0.45,178.26,heading_incompatible (178.3° > 15.0°)
45134,55319,0.14,148.58,heading_incompatible (148.6° > 15.0°)
43071,66352,21.14,170.69,distance_exceeded (21.1m > 15.0m); heading_incompatible (170.7° > 15.0°)
48281,66281,11.22,88.23,heading_incompatible (88.2° > 15.0°)
41947,60469,5.97,158.38,heading_incompatible (158.4° > 15.0°)
43642,65866,0.2,100.11,heading_incompatible (100.1° > 15.0°)
43283,67479,20.24,75.97,distance_exceeded (20.2m > 15.0m); heading_incompatible (76.0° > 15.0°)
48885,56365,38.63,0.0,distance_exceeded (38.6m > 15.0m)
47773,65056,21.62,160.45,distance_exceeded (21.6m > 15.0m); heading_incompatible (160.4° > 15.0°)
40213,62936,0.2,130.25,heading_incompatible (130.2° > 15.0°)
40968,52825,12.38,158.91,heading_incompatible (158.9° > 15.0°)
46338,60760,44.62,0.0,distance_exceeded (44.6m > 15.0m)
40241,50655,23.04,3.91,distance_exceeded (23.0m > 15.0m)
40817,68178,41.71,0.0,distance_exceeded (41.7m > 15.0m)
42165,61983,0.2,72.18,heading_incompatible (72.2° > 15.0°)
47882,51025,34.33,163.29,distance_exceeded (34.3m > 15.0m); heading_incompatible (163.3° > 15.0°)
47931,65804,45.34,102.08,distance_exceeded (45.3m > 15.0m); heading_incompatible (102.1° > 15.0°)
44237,51381,16.1,175.72,distance_exceeded (16.1m > 15.0m); heading_incompatible (175.7° > 15.0°)
41047,53672,42.89,45.99,distance_exceeded (42.9m > 15.0m); heading_incompatible (46.0° > 15.0°)
40457,72200,14.65,72.8,heading_incompatible (72.8° > 15.0°)
46050,55126,18.12,87.29,distance_exceeded (18.1m > 15.0m); heading_incompatible (87.3° > 15.0°)
46028,55050,15.71,6.11,distance_exceeded (15.7m > 15.0m)
41981,60733,14.53,177.2,heading_incompatible (177.2° > 15.0°)
47445,64314,0.2,67.52,heading_incompatible (67.5° > 15.0°)
49547,60715,0.2,170.25,heading_incompatible (170.3° > 15.0°)
44139,60332,8.09,91.91,heading_incompatible (91.9° > 15.0°)
47200,62292,40.2,40.49,distance_exceeded (40.2m > 15.0m); heading_incompatible (40.5° > 15.0°)
40076,55076,8.04,116.29,heading_incompatible (116.3° > 15.0°)
49203,57766,0.2,155.34,heading_incompatible (155.3° > 15.0°)
